id,image_name,sample_group,pixel_north_east_x,pixel_north_east_y,pixel_south_west_x,pixel_south_west_y
3512,1_20161010_0214,positive,15935,12289,15865,12366
3513,1_20161010_0214,positive,15964,12432,15894,12509
3514,1_20161010_0214,positive,15839,12378,15769,12455
3515,1_20161010_0214,positive,15619,12413,15549,12490
3516,1_20161010_0214,positive,15997,12504,15927,12581
3517,1_20161010_0214,positive,15752,12502,15682,12579
3518,1_20161010_0214,positive,15106,12826,15036,12903
3519,1_20161010_0214,positive,14719,13076,14649,13153
3520,1_20161010_0214,positive,14273,13215,14203,13292
3521,1_20161010_0214,positive,13955,13244,13885,13321
3522,1_20161010_0214,positive,14528,12478,14458,12555
3523,1_20161010_0214,positive,14485,12313,14415,12390
3524,1_20161010_0214,positive,14935,12349,14865,12426
3525,1_20161010_0214,positive,15302,12014,15232,12091
3526,1_20161010_0214,positive,15364,12044,15294,12121
3527,1_20161010_0214,positive,15473,12073,15403,12150
3528,1_20161010_0214,positive,15401,11924,15331,12001
3529,1_20161010_0214,positive,15509,11901,15439,11978
3530,1_20161010_0214,positive,15346,11879,15276,11956
3531,1_20161010_0214,positive,15498,11817,15428,11894
3532,1_20161010_0214,positive,15181,11655,15111,11732
3533,1_20161010_0214,positive,15411,11733,15341,11810
3534,1_20161010_0214,positive,15707,11840,15637,11917
3535,1_20161010_0214,positive,16202,11771,16132,11848
3536,1_20161010_0214,positive,15794,12048,15724,12125
3537,1_20161010_0214,positive,15722,11989,15652,12066
3538,1_20161010_0214,positive,15876,11745,15806,11822
3539,1_20161010_0214,positive,16052,11753,15982,11830
3540,1_20161010_0214,positive,16099,11778,16029,11855
3541,1_20161010_0214,positive,15990,11674,15920,11751
3542,1_20161010_0214,positive,15893,12001,15823,12078
3543,1_20161010_0214,positive,16537,12047,16467,12124
3544,1_20161010_0214,positive,16363,12561,16293,12638
3545,1_20161010_0214,positive,16051,12807,15981,12884
3546,1_20161010_0214,positive,16495,12999,16425,13076
3547,1_20161010_0214,positive,16494,13072,16424,13149
3548,1_20161010_0214,positive,16441,13128,16371,13205
3549,1_20161010_0214,positive,16669,13151,16599,13228
3550,1_20161010_0214,positive,16334,12870,16264,12947
3551,1_20161010_0214,positive,16181,12793,16111,12870
3552,1_20161010_0214,positive,16295,13265,16225,13342
3553,1_20161010_0214,positive,16649,13217,16579,13294
3554,1_20161010_0214,positive,17085,13309,17015,13386
3555,1_20161010_0214,positive,17226,13152,17156,13229
3556,1_20161010_0214,positive,17204,13284,17134,13361
3557,1_20161010_0214,positive,17288,13330,17218,13407
3558,1_20161010_0214,positive,16860,12848,16790,12925
3559,1_20161010_0214,positive,16761,12842,16691,12919
3560,1_20161010_0214,positive,17591,13300,17521,13377
3561,1_20161010_0214,positive,17820,13382,17750,13459
3562,1_20161010_0214,positive,17172,13605,17102,13682
3563,1_20161010_0214,positive,17292,13453,17222,13530
3564,1_20161010_0214,positive,17937,13860,17867,13937
3565,1_20161010_0214,positive,17975,14026,17905,14103
3566,1_20161010_0214,positive,17020,13989,16950,14066
3567,1_20161010_0214,positive,18115,14215,18045,14292
3568,1_20161010_0214,positive,18181,14534,18111,14611
3569,1_20161010_0214,positive,18171,14703,18101,14780
3570,1_20161010_0214,positive,18433,14438,18363,14515
3571,1_20161010_0214,positive,18369,14507,18299,14584
3572,1_20161010_0214,positive,18708,14432,18638,14509
3573,1_20161010_0214,positive,18775,14447,18705,14524
3574,1_20161010_0214,positive,18678,14581,18608,14658
3575,1_20161010_0214,positive,18935,14688,18865,14765
3576,1_20161010_0214,positive,18927,14360,18857,14437
3577,1_20161010_0214,positive,19231,14314,19161,14391
3578,1_20161010_0214,positive,19339,14195,19269,14272
3579,1_20161010_0214,positive,19279,14535,19209,14612
3580,1_20161010_0214,positive,19659,14891,19589,14968
3581,1_20161010_0214,positive,20217,14792,20147,14869
3582,1_20161010_0214,positive,20350,14965,20280,15042
3583,1_20161010_0214,positive,20475,14687,20405,14764
3584,1_20161010_0214,positive,20798,15223,20728,15300
3585,1_20161010_0214,positive,20321,15266,20251,15343
3586,1_20161010_0214,positive,21387,15222,21317,15299
3587,1_20161010_0214,positive,21187,15061,21117,15138
3588,1_20161010_0214,positive,21892,15261,21822,15338
3589,1_20161010_0214,positive,22002,15228,21932,15305
3590,1_20161010_0214,positive,22187,15462,22117,15539
3591,1_20161010_0214,positive,22081,15477,22011,15554
3592,1_20161010_0214,positive,22438,15484,22368,15561
3593,1_20161010_0214,positive,22608,15413,22538,15490
3594,1_20161010_0214,positive,22288,15733,22218,15810
3595,1_20161010_0214,positive,20700,16089,20630,16166
3596,1_20161010_0214,positive,20431,16127,20361,16204
3597,1_20161010_0214,positive,20094,16275,20024,16352
3598,1_20161010_0214,positive,20159,16201,20089,16278
3599,1_20161010_0214,positive,20621,16582,20551,16659
3600,1_20161010_0214,positive,20311,16737,20241,16814
3601,1_20161010_0214,positive,20025,16775,19955,16852
3602,1_20161010_0214,positive,19594,16995,19524,17072
3603,1_20161010_0214,positive,19240,16885,19170,16962
3604,1_20161010_0214,positive,19401,16762,19331,16839
3605,1_20161010_0214,positive,19671,16578,19601,16655
3606,1_20161010_0214,positive,19716,16735,19646,16812
3607,1_20161010_0214,positive,19951,16627,19881,16704
3608,1_20161010_0214,positive,19961,16698,19891,16775
3609,1_20161010_0214,positive,19827,16942,19757,17019
3610,1_20161010_0214,positive,19983,16898,19913,16975
3611,1_20161010_0214,positive,19600,16867,19530,16944
3612,1_20161010_0214,positive,19466,16828,19396,16905
3613,1_20161010_0214,positive,19518,16990,19448,17067
3614,1_20161010_0214,positive,19556,17100,19486,17177
3615,1_20161010_0214,positive,19646,17122,19576,17199
3616,1_20161010_0214,positive,19932,17606,19862,17683
3617,1_20161010_0214,positive,20387,17765,20317,17842
3618,1_20161010_0214,positive,20055,17995,19985,18072
3619,1_20161010_0214,positive,19518,18165,19448,18242
3620,1_20161010_0214,positive,20723,18121,20653,18194
3621,1_20161010_0214,positive,20500,18350,20430,18423
3622,1_20161010_0214,positive,20252,18500,20182,18573
3623,1_20161010_0214,positive,20041,18490,19971,18563
3624,1_20161010_0214,positive,20476,18572,20406,18645
3625,1_20161010_0214,positive,20397,18578,20327,18651
3626,1_20161010_0214,positive,20581,18746,20511,18819
3627,1_20161010_0214,positive,20402,18953,20332,19026
3628,1_20161010_0214,positive,20656,19022,20586,19095
3629,1_20161010_0214,positive,20728,19078,20658,19151
3630,1_20161010_0214,positive,21069,19117,20999,19190
3631,1_20161010_0214,positive,20816,18923,20746,18996
3632,1_20161010_0214,positive,20438,19158,20368,19231
3633,1_20161010_0214,positive,20305,19015,20235,19088
3634,1_20161010_0214,positive,20886,19108,20816,19181
3635,1_20161010_0214,positive,21125,19120,21055,19193
3636,1_20161010_0214,positive,21409,19099,21339,19172
3637,1_20161010_0214,positive,21424,19053,21354,19126
3638,1_20161010_0214,positive,21560,19124,21490,19197
3639,1_20161010_0214,positive,21587,19159,21517,19232
3640,1_20161010_0214,positive,21288,19289,21218,19362
3641,1_20161010_0214,positive,21078,19363,21008,19436
3642,1_20161010_0214,positive,21123,19385,21053,19458
3643,1_20161010_0214,positive,20969,19576,20899,19649
3644,1_20161010_0214,positive,21228,19713,21158,19786
3645,1_20161010_0214,positive,21457,19642,21387,19715
3646,1_20161010_0214,positive,21068,20067,20998,20140
3647,1_20161010_0214,positive,20851,19996,20781,20069
3648,1_20161010_0214,positive,21104,20017,21034,20090
3649,1_20161010_0214,positive,21194,19991,21124,20064
3650,1_20161010_0214,positive,21054,20208,20984,20281
3651,1_20161010_0214,positive,20950,20106,20880,20179
3652,1_20161010_0214,positive,20586,20351,20516,20424
3653,1_20161010_0214,positive,20479,20459,20409,20532
3654,1_20161010_0214,positive,20435,20561,20365,20634
3655,1_20161010_0214,positive,20704,20739,20634,20812
3656,1_20161010_0214,positive,20665,20605,20595,20678
3657,1_20161010_0214,positive,19908,20730,19838,20803
3658,1_20161010_0214,positive,19842,20702,19772,20775
3659,1_20161010_0214,positive,19784,21026,19714,21099
3660,1_20161010_0214,positive,19659,20803,19589,20876
3661,1_20161010_0214,positive,19582,20961,19512,21034
3662,1_20161010_0214,positive,19696,21067,19626,21140
3663,1_20161010_0214,positive,19150,20842,19080,20915
3664,1_20161010_0214,positive,18772,20733,18702,20806
3665,1_20161010_0214,positive,18842,20625,18772,20698
3666,1_20161010_0214,positive,19389,20890,19319,20963
3667,1_20161010_0214,positive,18339,20959,18269,21032
3668,1_20161010_0214,positive,18714,21048,18644,21121
3669,1_20161010_0214,positive,18882,20862,18812,20935
3670,1_20161010_0214,positive,18687,21230,18617,21303
3671,1_20161010_0214,positive,18909,21425,18839,21498
3672,1_20161010_0214,positive,18488,21357,18418,21430
3673,1_20161010_0214,positive,18869,21642,18799,21715
3674,1_20161010_0214,positive,18799,21845,18729,21918
3675,1_20161010_0214,positive,18690,21907,18620,21980
3676,1_20161010_0214,positive,18377,21926,18307,21999
3677,1_20161010_0214,positive,18129,22034,18059,22107
3678,1_20161010_0214,positive,17723,21907,17653,21980
3679,1_20161010_0214,positive,17743,21577,17673,21650
3680,1_20161010_0214,positive,17045,21808,16975,21881
3681,1_20161010_0214,positive,16764,21906,16694,21979
3682,1_20161010_0214,positive,16995,22120,16925,22193
3683,1_20161010_0214,positive,16612,22386,16542,22459
3684,1_20161010_0214,positive,17285,22403,17215,22476
3685,1_20161010_0214,positive,17489,22792,17419,22865
3686,1_20161010_0214,positive,17461,23151,17391,23224
3687,1_20161010_0214,positive,17364,23371,17294,23444
3688,1_20161010_0214,positive,17822,22989,17752,23062
3689,1_20161010_0214,positive,18472,23434,18402,23507
3690,1_20161010_0214,positive,18605,23534,18535,23607
3691,1_20161010_0214,positive,18330,23873,18260,23946
3692,1_20161010_0214,positive,18483,24156,18413,24229
3693,1_20161010_0214,positive,19002,24469,18932,24542
3694,1_20161010_0214,positive,18867,24924,18797,24997
3695,1_20161010_0214,positive,18151,25007,18081,25080
3696,1_20161010_0214,positive,18026,25146,17956,25219
3697,1_20161010_0214,positive,17934,25027,17864,25100
3698,1_20161010_0214,positive,17541,25031,17471,25104
3699,1_20161010_0214,positive,18087,25541,18017,25614
3700,1_20161010_0214,positive,18018,25673,17948,25746
3701,1_20161010_0214,positive,17839,25377,17769,25450
3702,1_20161010_0214,positive,16814,25670,16744,25743
3703,1_20161010_0214,positive,17463,26111,17393,26184
3704,1_20161010_0214,positive,17319,26269,17249,26342
3705,1_20161010_0214,positive,17469,26342,17399,26415
3706,1_20161010_0214,positive,17940,26180,17870,26253
3707,1_20161010_0214,positive,17164,26147,17094,26220
3708,1_20161010_0214,positive,17406,26510,17336,26583
3709,1_20161010_0214,positive,17362,26804,17292,26877
3710,1_20161010_0214,positive,17619,26917,17549,26990
3711,1_20161010_0214,positive,17097,26952,17027,27025
3712,1_20161010_0214,positive,17502,27124,17432,27197
3713,1_20161010_0214,positive,17782,27173,17712,27246
3714,1_20161010_0214,positive,17917,27150,17847,27223
3715,1_20161010_0214,positive,18137,27090,18067,27163
3716,1_20161010_0214,positive,17926,26820,17856,26893
3717,1_20161010_0214,positive,18237,26996,18167,27069
3718,1_20161010_0214,positive,17868,26943,17798,27016
3719,1_20161010_0214,positive,17701,26746,17631,26819
3720,1_20161010_0214,positive,18304,26230,18234,26303
3721,1_20161010_0214,positive,17643,26289,17573,26362
3722,1_20161010_0214,positive,17701,26294,17631,26367
3723,1_20161010_0214,positive,17795,26324,17725,26397
3724,1_20161010_0214,positive,15496,27406,15426,27475
3725,1_20161010_0214,positive,15158,27452,15088,27521
3726,1_20161010_0214,positive,15125,27615,15055,27684
3727,1_20161010_0214,positive,14884,27348,14814,27417
3728,1_20161010_0214,positive,15092,27393,15022,27462
3729,1_20161010_0214,positive,14515,27266,14445,27335
3730,1_20161010_0214,positive,15228,27289,15158,27358
3731,1_20161010_0214,positive,15832,27138,15762,27207
3732,1_20161010_0214,positive,16056,27211,15986,27280
3733,1_20161010_0214,positive,16139,27409,16069,27478
3734,1_20161010_0214,positive,15173,27363,15103,27432
3735,1_20161010_0214,positive,15218,27410,15148,27479
3736,1_20161010_0214,positive,15420,27147,15350,27216
3737,1_20161010_0214,positive,15746,27032,15676,27101
3738,1_20161010_0214,positive,16282,27060,16212,27129
3739,1_20161010_0214,positive,16144,26927,16074,26996
3740,1_20161010_0214,positive,16575,27134,16505,27203
3741,1_20161010_0214,positive,16743,27158,16673,27227
3742,1_20161010_0214,positive,16852,27038,16782,27107
3743,1_20161010_0214,positive,16701,27190,16631,27259
3744,1_20161010_0214,positive,16300,27554,16230,27623
3745,1_20161010_0214,positive,16832,27499,16762,27568
3746,1_20161010_0214,positive,16701,27489,16631,27558
3747,1_20161010_0214,positive,16409,27510,16339,27579
3748,1_20161010_0214,positive,16509,27484,16439,27553
3749,1_20161010_0214,positive,16619,27736,16549,27805
3750,1_20161010_0214,positive,16937,27983,16867,28052
3751,1_20161010_0214,positive,16990,27607,16920,27676
3752,1_20161010_0214,positive,16930,27335,16860,27404
3753,1_20161010_0214,positive,17124,27178,17054,27247
3754,1_20161010_0214,positive,17235,27118,17165,27187
3755,1_20161010_0214,positive,17303,27310,17233,27379
3756,1_20161010_0214,positive,17350,27386,17280,27455
3757,1_20161010_0214,positive,17176,27486,17106,27555
3758,1_20161010_0214,positive,17174,27435,17104,27504
3759,1_20161010_0214,positive,17079,27528,17009,27597
3760,1_20161010_0214,positive,17242,27307,17172,27376
3761,1_20161010_0214,positive,17415,27342,17345,27411
3762,1_20161010_0214,positive,17528,27311,17458,27380
3763,1_20161010_0214,positive,17341,27248,17271,27317
3764,1_20161010_0214,positive,17247,26905,17177,26974
3765,1_20161010_0214,positive,17487,26998,17417,27067
3766,1_20161010_0214,positive,17096,26640,17026,26709
3767,1_20161010_0214,positive,16812,26457,16742,26526
3768,1_20161010_0214,positive,16072,26653,16002,26722
3769,1_20161010_0214,positive,16073,26729,16003,26798
3770,1_20161010_0214,positive,16598,26155,16528,26224
3771,1_20161010_0214,positive,16599,26232,16529,26301
3772,1_20161010_0214,positive,16721,26324,16651,26393
3773,1_20161010_0214,positive,16821,26091,16751,26160
3774,1_20161010_0214,positive,16932,25971,16862,26040
3775,1_20161010_0214,positive,16987,25938,16917,26007
3776,1_20161010_0214,positive,17202,25866,17132,25935
3777,1_20161010_0214,positive,17284,25916,17214,25985
3778,1_20161010_0214,positive,17967,25947,17897,26016
3779,1_20161010_0214,positive,18175,25856,18105,25925
3780,1_20161010_0214,positive,17786,25921,17716,25990
3781,1_20161010_0214,positive,18534,25874,18464,25943
3782,1_20161010_0214,positive,18269,25969,18199,26038
3783,1_20161010_0214,positive,18596,25493,18526,25562
3784,1_20161010_0214,positive,18704,25471,18634,25540
3785,1_20161010_0214,positive,18663,25320,18593,25389
3786,1_20161010_0214,positive,18944,25514,18874,25583
3787,1_20161010_0214,positive,19088,25544,19018,25613
3788,1_20161010_0214,positive,19153,25392,19083,25461
3789,1_20161010_0214,positive,19020,25177,18950,25246
3790,1_20161010_0214,positive,19177,25321,19107,25390
3791,1_20161010_0214,positive,19848,25832,19778,25901
3792,1_20161010_0214,positive,19584,25859,19514,25928
3793,1_20161010_0214,positive,19815,26242,19745,26311
3794,1_20161010_0214,positive,19999,26126,19929,26195
3795,1_20161010_0214,positive,19109,28475,19039,28544
3796,1_20161010_0214,positive,18967,28397,18897,28466
3797,1_20161010_0214,positive,18897,28381,18827,28450
3798,1_20161010_0214,positive,19102,28884,19032,28953
3799,1_20161010_0214,positive,18462,28950,18392,29019
3800,1_20161010_0214,positive,18384,28258,18314,28327
3801,1_20161010_0214,positive,18827,28099,18757,28168
3802,1_20161010_0214,positive,18218,27941,18148,28010
3803,1_20161010_0214,positive,18179,27924,18109,27993
3804,1_20161010_0214,positive,18031,27894,17961,27963
3805,1_20161010_0214,positive,17870,27931,17800,28000
3806,1_20161010_0214,positive,17612,27845,17542,27914
3807,1_20161010_0214,positive,17663,27553,17593,27622
3808,1_20161010_0214,positive,17556,27725,17486,27794
3809,1_20161010_0214,positive,17856,27650,17786,27719
3810,1_20161010_0214,positive,18410,27445,18340,27514
3811,1_20161010_0214,positive,17641,27444,17571,27513
3812,1_20161010_0214,positive,17729,27326,17659,27395
3813,1_20161010_0214,positive,18002,26865,17932,26934
3814,1_20161010_0214,positive,18615,27085,18545,27154
3815,1_20161010_0214,positive,18635,27174,18565,27243
3816,1_20161010_0214,positive,17999,26924,17929,26993
3817,1_20161010_0214,positive,17376,27003,17306,27072
3818,1_20161010_0214,positive,17027,26828,16957,26897
3819,1_20161010_0214,positive,16352,26613,16282,26682
3820,1_20161010_0214,positive,17006,26353,16936,26422
3821,1_20161010_0214,positive,16614,26438,16544,26507
3822,1_20161010_0214,positive,16244,26693,16174,26762
3823,1_20161010_0214,positive,17132,26259,17062,26328
3824,1_20161010_0214,positive,17249,26324,17179,26393
3825,1_20161010_0214,positive,17295,26570,17225,26639
3826,1_20161010_0214,positive,17416,26693,17346,26762
3827,1_20161010_0214,positive,17609,26555,17539,26624
3828,1_20161010_0214,positive,18061,27044,17991,27113
3829,1_20161010_0214,positive,18239,26821,18169,26890
3830,1_20161010_0214,positive,18034,26720,17964,26789
3831,1_20161010_0214,positive,18331,27307,18261,27376
3832,1_20161010_0214,positive,18182,27339,18112,27408
3833,1_20161010_0214,positive,17980,27812,17910,27881
3834,1_20161010_0214,positive,18520,27683,18450,27752
3835,1_20161010_0214,positive,18987,27886,18917,27955
3836,1_20161010_0214,positive,6376,27200,6306,27269
3837,1_20161010_0214,positive,6355,27277,6285,27346
3838,1_20161010_0214,positive,5962,27372,5892,27441
3839,1_20161010_0214,positive,5944,27475,5874,27544
3840,1_20161010_0214,positive,6083,27478,6013,27547
3841,1_20161010_0214,positive,6146,27556,6076,27625
3842,1_20161010_0214,positive,5942,27598,5872,27667
3843,1_20161010_0214,positive,6102,27634,6032,27703
3844,1_20161010_0214,positive,5857,27662,5787,27731
3845,1_20161010_0214,positive,5822,27624,5752,27693
3846,1_20161010_0214,positive,5776,27317,5706,27386
3847,1_20161010_0214,positive,5778,27382,5708,27451
3848,1_20161010_0214,positive,6242,27522,6172,27591
3849,1_20161010_0214,positive,5771,27767,5701,27836
3850,1_20161010_0214,positive,6071,27724,6001,27793
3851,1_20161010_0214,positive,5937,27876,5867,27945
3852,1_20161010_0214,positive,5611,27134,5541,27203
3853,1_20161010_0214,positive,5694,26976,5624,27045
3854,1_20161010_0214,positive,5671,27178,5601,27247
3855,1_20161010_0214,positive,5749,26916,5679,26985
3856,1_20161010_0214,positive,6108,26969,6038,27038
3857,1_20161010_0214,positive,5690,26768,5620,26837
3858,1_20161010_0214,positive,6049,26899,5979,26968
3859,1_20161010_0214,positive,5666,26698,5596,26767
3860,1_20161010_0214,positive,6328,26301,6258,26370
3861,1_20161010_0214,positive,5486,26168,5416,26237
3862,1_20161010_0214,positive,6287,26201,6217,26270
3863,1_20161010_0214,positive,6344,25764,6274,25833
3864,1_20161010_0214,positive,6442,25701,6372,25770
3865,1_20161010_0214,positive,5641,25531,5571,25600
3866,1_20161010_0214,positive,5907,25531,5837,25600
3867,1_20161010_0214,positive,6162,24813,6092,24882
3868,1_20161010_0214,positive,5905,24732,5835,24801
3869,1_20161010_0214,positive,5947,24871,5877,24940
3870,1_20161010_0214,positive,5913,25182,5843,25251
3871,1_20161010_0214,positive,6100,24597,6030,24666
3872,1_20161010_0214,positive,5980,24501,5910,24570
3873,1_20161010_0214,positive,6157,24140,6087,24209
3874,1_20161010_0214,positive,6121,24138,6051,24207
3875,1_20161010_0214,positive,6194,23952,6124,24021
3876,1_20161010_0214,positive,6338,23896,6268,23965
3877,1_20161010_0214,positive,6681,23986,6611,24055
3878,1_20161010_0214,positive,6358,23841,6288,23910
3879,1_20161010_0214,positive,6332,23269,6262,23338
3880,1_20161010_0214,positive,6605,23124,6535,23193
3881,1_20161010_0214,positive,6787,22764,6717,22833
3882,1_20161010_0214,positive,6459,22560,6389,22629
3883,1_20161010_0214,positive,6893,22286,6823,22355
3884,1_20161010_0214,positive,6721,21990,6651,22059
3885,1_20161010_0214,positive,6646,21753,6576,21822
3886,1_20161010_0214,positive,3253,22171,3183,22242
3887,1_20161010_0214,positive,3158,22258,3088,22329
3888,1_20161010_0214,positive,3739,22198,3669,22269
3889,1_20161010_0214,positive,3759,22388,3689,22459
3890,1_20161010_0214,positive,3234,22373,3164,22444
3891,1_20161010_0214,positive,2780,22971,2710,23042
3892,1_20161010_0214,positive,2804,23981,2734,24052
3893,1_20161010_0214,positive,1879,20570,1809,20641
3894,1_20161010_0214,positive,1373,20551,1303,20622
3895,1_20161010_0214,positive,1267,20559,1197,20630
3896,1_20161010_0214,positive,1204,20589,1134,20660
3897,1_20161010_0214,positive,1237,20640,1167,20711
3898,1_20161010_0214,positive,1703,20769,1633,20840
3899,1_20161010_0214,positive,1872,20711,1802,20782
3900,1_20161010_0214,positive,1928,20624,1858,20695
3901,1_20161010_0214,positive,1748,20775,1678,20846
3902,1_20161010_0214,positive,1724,20803,1654,20874
3903,1_20161010_0214,positive,1800,20370,1730,20441
3904,1_20161010_0214,positive,1644,20884,1574,20955
3905,1_20161010_0214,positive,1719,20174,1649,20245
3906,1_20161010_0214,positive,1366,19910,1296,19981
3907,1_20161010_0214,positive,1423,19830,1353,19901
3908,1_20161010_0214,positive,7598,18186,7528,18259
3909,1_20161010_0214,positive,7406,17899,7336,17972
3910,1_20161010_0214,positive,7651,17847,7581,17920
3911,1_20161010_0214,positive,7648,17640,7578,17713
3912,1_20161010_0214,positive,7558,17272,7488,17345
3913,1_20161010_0214,positive,7739,16712,7669,16785
3914,1_20161010_0214,positive,7647,16394,7577,16467
3915,1_20161010_0214,positive,7757,16589,7687,16662
3916,1_20161010_0214,positive,7976,16307,7906,16380
3917,1_20161010_0214,positive,8087,16349,8017,16422
3918,1_20161010_0214,positive,8000,16083,7930,16156
3919,1_20161010_0214,positive,7973,15888,7903,15961
3920,1_20161010_0214,positive,7901,15191,7831,15264
3921,1_20161010_0214,positive,7200,13974,7130,14049
3922,1_20161010_0214,positive,6735,14098,6665,14173
3923,1_20161010_0214,positive,6642,13963,6572,14038
3924,1_20161010_0214,positive,7540,13582,7470,13657
3925,1_20161010_0214,positive,15928,15871,15858,15944
3926,1_20161010_0214,positive,16274,16048,16204,16121
3927,1_20161010_0214,positive,15809,16309,15739,16382
3928,3_20161010_0236,background,6626,7495,6556,7573
3929,1_20161010_0214,positive,16020,16355,15950,16428
3930,3_20161010_0236,background,6775,7364,6705,7442
3931,1_20161010_0214,positive,15598,16248,15528,16321
3932,1_20161010_0214,positive,15708,16527,15638,16600
3933,3_20161010_0236,background,6774,7411,6704,7489
3934,1_20161010_0214,positive,15609,16432,15539,16505
3935,3_20161010_0236,background,6829,7378,6759,7456
3936,1_20161010_0214,positive,16554,16181,16484,16254
3937,3_20161010_0236,background,6831,7323,6761,7401
3938,1_20161010_0214,positive,15609,16668,15539,16741
3939,3_20161010_0236,background,6738,7265,6668,7343
3940,3_20161010_0236,background,6583,7263,6513,7341
3941,1_20161010_0214,positive,16862,16720,16792,16793
3942,3_20161010_0236,background,6614,7311,6544,7389
3943,1_20161010_0214,positive,16911,16732,16841,16805
3944,3_20161010_0236,background,6681,7345,6611,7423
3945,1_20161010_0214,positive,17191,16687,17121,16760
3946,1_20161010_0214,positive,17250,16688,17180,16761
3947,3_20161010_0236,background,6515,7266,6445,7344
3948,3_20161010_0236,background,6467,7296,6397,7374
3949,3_20161010_0236,background,6441,7322,6371,7400
3950,1_20161010_0214,positive,16089,17319,16019,17392
3951,1_20161010_0214,positive,16780,17011,16710,17084
3952,3_20161010_0236,background,6338,7427,6268,7505
3953,1_20161010_0214,positive,16708,17024,16638,17097
3954,3_20161010_0236,background,6305,7489,6235,7567
3955,3_20161010_0236,background,6467,7509,6397,7587
3956,1_20161010_0214,positive,17715,16852,17645,16925
3957,3_20161010_0236,background,6315,7597,6245,7675
3958,3_20161010_0236,background,6361,7327,6291,7405
3959,3_20161010_0236,background,6386,7635,6316,7713
3960,3_20161010_0236,background,6472,7606,6402,7684
3961,3_20161010_0236,background,6530,7570,6460,7648
3962,3_20161010_0236,background,6191,7385,6121,7463
3963,1_20161010_0214,positive,17737,16947,17667,17020
3964,3_20161010_0236,background,6252,7413,6182,7491
3965,1_20161010_0214,positive,17614,17029,17544,17102
3966,3_20161010_0236,background,6246,7507,6176,7585
3967,3_20161010_0236,background,6193,7246,6123,7324
3968,1_20161010_0214,positive,17786,16802,17716,16875
3969,3_20161010_0236,background,6211,7193,6141,7271
3970,1_20161010_0214,positive,18140,16611,18070,16684
3971,3_20161010_0236,background,6255,7166,6185,7244
3972,1_20161010_0214,positive,18347,16686,18277,16759
3973,1_20161010_0214,positive,18518,16745,18448,16818
3974,3_20161010_0236,background,6165,7172,6095,7250
3975,1_20161010_0214,positive,18010,17056,17940,17129
3976,3_20161010_0236,background,6103,7167,6033,7245
3977,1_20161010_0214,positive,17606,17199,17536,17272
3978,3_20161010_0236,background,6193,7096,6123,7174
3979,1_20161010_0214,positive,17681,17435,17611,17508
3980,1_20161010_0214,positive,18283,17193,18213,17266
3981,1_20161010_0214,positive,18169,16807,18099,16880
3982,3_20161010_0236,background,6519,7134,6449,7212
3983,1_20161010_0214,positive,17992,16683,17922,16756
3984,3_20161010_0236,background,6445,7169,6375,7247
3985,1_20161010_0214,positive,17776,16682,17706,16755
3986,3_20161010_0236,background,6475,7113,6405,7191
3987,3_20161010_0236,background,6519,7049,6449,7127
3988,3_20161010_0236,background,6364,6986,6294,7064
3989,1_20161010_0214,positive,18442,17373,18372,17446
3990,1_20161010_0214,positive,18518,17298,18448,17371
3991,3_20161010_0236,background,6235,6981,6165,7059
3992,1_20161010_0214,positive,18535,17491,18465,17564
3993,3_20161010_0236,background,6290,6911,6220,6989
3994,3_20161010_0236,background,6086,6953,6016,7031
3995,1_20161010_0214,positive,18979,17474,18909,17547
3996,3_20161010_0236,background,6132,6832,6062,6910
3997,1_20161010_0214,positive,18766,17688,18696,17761
3998,3_20161010_0236,background,6043,6871,5973,6949
3999,3_20161010_0236,background,5983,7004,5913,7082
4000,1_20161010_0214,positive,19347,17475,19277,17548
4001,3_20161010_0236,background,5943,7052,5873,7130
4002,3_20161010_0236,background,6016,7151,5946,7229
4003,3_20161010_0236,background,5816,7257,5746,7335
4004,3_20161010_0236,background,5848,7229,5778,7307
4005,1_20161010_0214,positive,17841,18507,17771,18580
4006,3_20161010_0236,background,5911,7200,5841,7278
4007,1_20161010_0214,positive,17891,18583,17821,18656
4008,3_20161010_0236,background,5949,7186,5879,7264
4009,1_20161010_0214,positive,17890,18496,17820,18569
4010,3_20161010_0236,background,5973,7141,5903,7219
4011,1_20161010_0214,positive,17758,18508,17688,18581
4012,3_20161010_0236,background,5843,6964,5773,7042
4013,3_20161010_0236,background,5907,6972,5837,7050
4014,3_20161010_0236,background,6020,6953,5950,7031
4015,3_20161010_0236,background,6084,7102,6014,7180
4016,1_20161010_0214,positive,18979,18588,18909,18661
4017,3_20161010_0236,background,6117,7041,6047,7119
4018,1_20161010_0214,positive,18628,18414,18558,18487
4019,3_20161010_0236,background,6229,6791,6159,6869
4020,1_20161010_0214,positive,18892,18823,18822,18896
4021,3_20161010_0236,background,6286,6838,6216,6916
4022,1_20161010_0214,positive,19118,18708,19048,18781
4023,1_20161010_0214,positive,19000,18911,18930,18984
4024,3_20161010_0236,background,6853,7182,6783,7260
4025,3_20161010_0236,background,6914,7195,6844,7273
4026,3_20161010_0236,background,6606,7211,6536,7289
4027,1_20161010_0214,positive,18416,19185,18346,19258
4028,3_20161010_0236,background,6731,7208,6661,7286
4029,3_20161010_0236,background,6751,7066,6681,7144
